,gwb_code_10,gwb_code_8,regio,gm_naam,recs,gwb_code,pst_mvp
15304,BU18920416,18920416,Dorrestein-Zuid,Zuidplas,Buurt,BU18920416,2912.0
15305,BU18920491,18920491,Verspreide bebouwing Zuidplaspolder Nieuwerkerk aan den IJss,Zuidplas,Buurt,BU18920491,2913.0
15306,BU18920492,18920492,Verspreide bebouwing Essepolder,Zuidplas,Buurt,BU18920492,2911.0
15307,BU18920493,18920493,Verspreide bebouwing Achter Esse,Zuidplas,Buurt,BU18920493,2912.0
15308,GM1894,1894,Peel en Maas,Peel en Maas,Gemeente,GM1894,
15309,WK189400,189400,Wijk 00 Grashoek-Koningslust,Peel en Maas,Wijk,WK189400,
15310,BU18940000,18940000,Grashoek,Peel en Maas,Buurt,BU18940000,5985.0
15311,BU18940001,18940001,Koningslust,Peel en Maas,Buurt,BU18940001,5984.0
15312,BU18940002,18940002,Kievitsheide,Peel en Maas,Buurt,BU18940002,5985.0
15313,BU18940003,18940003,Vliegert,Peel en Maas,Buurt,BU18940003,5985.0
15314,WK189401,189401,Wijk 01 Panningen,Peel en Maas,Wijk,WK189401,
15315,BU18940100,18940100,Beringe,Peel en Maas,Buurt,BU18940100,5986.0
15316,BU18940101,18940101,Panningen,Peel en Maas,Buurt,BU18940101,5981.0
15317,BU18940102,18940102,Helden,Peel en Maas,Buurt,BU18940102,5988.0
15318,BU18940104,18940104,Vosberg-Loo,Peel en Maas,Buurt,BU18940104,5981.0
15319,BU18940105,18940105,Egchel,Peel en Maas,Buurt,BU18940105,5987.0
15320,BU18940106,18940106,Zelen-Hub,Peel en Maas,Buurt,BU18940106,5981.0
15321,BU18940107,18940107,Groeze,Peel en Maas,Buurt,BU18940107,5986.0
15322,BU18940108,18940108,Onder-Eindt-Zandberg,Peel en Maas,Buurt,BU18940108,5988.0
15323,BU18940109,18940109,Keup,Peel en Maas,Buurt,BU18940109,5987.0
15324,WK189402,189402,Wijk 02 Kessel,Peel en Maas,Wijk,WK189402,
15325,BU18940200,18940200,Kessel,Peel en Maas,Buurt,BU18940200,5995.0
15326,BU18940203,18940203,Kesseleik,Peel en Maas,Buurt,BU18940203,5995.0
15327,BU18940204,18940204,Hout en Oijen,Peel en Maas,Buurt,BU18940204,5995.0
15328,BU18940208,18940208,Verspreide huizen Kessel,Peel en Maas,Buurt,BU18940208,5995.0
15329,BU18940209,18940209,Verspreide huizen Kesseleik,Peel en Maas,Buurt,BU18940209,5995.0
15330,WK189403,189403,Wijk 03 Maasbree,Peel en Maas,Wijk,WK189403,
15331,BU18940300,18940300,Maasbree,Peel en Maas,Buurt,BU18940300,5993.0
15332,BU18940308,18940308,Verspreide huizen ten zuiden van Provinciale weg,Peel en Maas,Buurt,BU18940308,5993.0
15333,BU18940309,18940309,Verspreide huizen ten noorden van Provinciale weg,Peel en Maas,Buurt,BU18940309,5993.0
15334,WK189404,189404,Wijk 04 Baarlo,Peel en Maas,Wijk,WK189404,
15335,BU18940400,18940400,Baarlo,Peel en Maas,Buurt,BU18940400,5991.0
15336,BU18940402,18940402,Soeterbeek,Peel en Maas,Buurt,BU18940402,5991.0
15337,BU18940403,18940403,Bong,Peel en Maas,Buurt,BU18940403,5991.0
15338,BU18940408,18940408,Verspreide huizen op Den Hert,Peel en Maas,Buurt,BU18940408,5991.0
15339,BU18940409,18940409,Verspreide huizen ten zuiden van Baarlo,Peel en Maas,Buurt,BU18940409,5991.0
15340,WK189405,189405,Wijk 05 Meijel,Peel en Maas,Wijk,WK189405,
15341,BU18940500,18940500,Meijel,Peel en Maas,Buurt,BU18940500,5768.0
15342,BU18940502,18940502,Roggelsedijk,Peel en Maas,Buurt,BU18940502,5768.0
15343,BU18940506,18940506,Verspreide huizen Molenbaan en Vieruitersten,Peel en Maas,Buurt,BU18940506,5768.0
15344,BU18940507,18940507,Verspreide huizen Berg en Nederweerterdijk,Peel en Maas,Buurt,BU18940507,5768.0
15345,BU18940508,18940508,Verspreide huizen Steenoven en Langstraat,Peel en Maas,Buurt,BU18940508,5768.0
15346,BU18940509,18940509,Verspreide huizen Katsberg en Witdonk,Peel en Maas,Buurt,BU18940509,5768.0
15347,GM1895,1895,Oldambt,Oldambt,Gemeente,GM1895,
15348,WK189500,189500,Wijk 00 Winschoten,Oldambt,Wijk,WK189500,
15349,BU18950000,18950000,Winschoten-Centrum,Oldambt,Buurt,BU18950000,9671.0
15350,BU18950001,18950001,Zeeheldenbuurt,Oldambt,Buurt,BU18950001,9675.0
15351,BU18950002,18950002,Winschoten-Noord,Oldambt,Buurt,BU18950002,9675.0
15352,BU18950003,18950003,Winschoten-Zuid,Oldambt,Buurt,BU18950003,9673.0
15353,BU18950004,18950004,Udesweg-Zuid,Oldambt,Buurt,BU18950004,9673.0
15354,BU18950005,18950005,Winschoten-Grintweg,Oldambt,Buurt,BU18950005,9675.0
15355,BU18950006,18950006,Winschoten-Bomenbuurt,Oldambt,Buurt,BU18950006,9674.0
15356,BU18950007,18950007,Winschoten-Sint Vitusholt-Lanengebied,Oldambt,Buurt,BU18950007,9674.0
15357,BU18950008,18950008,Winschoten-industriegebied,Oldambt,Buurt,BU18950008,9672.0
15358,BU18950009,18950009,Verspreide huizen Winschoten,Oldambt,Buurt,BU18950009,9672.0
15359,WK189501,189501,Wijk 01 Finsterwolde,Oldambt,Wijk,WK189501,
15360,BU18950100,18950100,Finsterwolde-Centrum,Oldambt,Buurt,BU18950100,9684.0
15361,BU18950101,18950101,Finsterwolde Hardenberg,Oldambt,Buurt,BU18950101,9684.0
15362,BU18950102,18950102,Finsterwolde nieuwbouw,Oldambt,Buurt,BU18950102,9684.0
15363,BU18950103,18950103,Finsterwolde Ganzedijk,Oldambt,Buurt,BU18950103,9684.0
15364,BU18950104,18950104,Verspreide huizen Finsterwolde,Oldambt,Buurt,BU18950104,9684.0
15365,WK189502,189502,Wijk 02 Drieborg,Oldambt,Wijk,WK189502,
15366,BU18950200,18950200,Drieborg-Centrum,Oldambt,Buurt,BU18950200,9688.0
15367,BU18950209,18950209,Verspreide huizen Drieborg,Oldambt,Buurt,BU18950209,9688.0
15368,WK189503,189503,Wijk 03 Beerta,Oldambt,Wijk,WK189503,
15369,BU18950300,18950300,Beerta-Centrum,Oldambt,Buurt,BU18950300,9686.0
15370,BU18950301,18950301,Beerta-Nieuwbouw,Oldambt,Buurt,BU18950301,9686.0
15371,BU18950302,18950302,Beerta-Centrum-West,Oldambt,Buurt,BU18950302,9686.0
15372,BU18950309,18950309,Verspreide huizen Beerta,Oldambt,Buurt,BU18950309,9686.0
15373,WK189504,189504,Wijk 04 Nieuw-Beerta,Oldambt,Wijk,WK189504,
15374,BU18950400,18950400,Nieuw-Beerta,Oldambt,Buurt,BU18950400,9687.0
15375,WK189505,189505,Wijk 05 Nieuweschans,Oldambt,Wijk,WK189505,
15376,BU18950500,18950500,Nieuweschans De Bron,Oldambt,Buurt,BU18950500,9693.0
15377,BU18950501,18950501,Nieuweschans-Centrum,Oldambt,Buurt,BU18950501,9693.0
15378,BU18950502,18950502,Nieuweschans Nieuwbouw,Oldambt,Buurt,BU18950502,9693.0
15379,WK189506,189506,Wijk 06 Scheemda-Heiligerlee,Oldambt,Wijk,WK189506,
15380,BU18950600,18950600,Scheemda,Oldambt,Buurt,BU18950600,9679.0
15381,BU18950601,18950601,Eexta,Oldambt,Buurt,BU18950601,9679.0
15382,BU18950602,18950602,Heiligerlee,Oldambt,Buurt,BU18950602,9677.0
15383,BU18950603,18950603,Eexta-Zuid,Oldambt,Buurt,BU18950603,9679.0
15384,BU18950604,18950604,Scheemdermeer,Oldambt,Buurt,BU18950604,9679.0
15385,BU18950605,18950605,Napels,Oldambt,Buurt,BU18950605,9677.0
15386,WK189507,189507,Wijk 01 Westerlee,Oldambt,Wijk,WK189507,
15387,BU18950700,18950700,Westerlee,Oldambt,Buurt,BU18950700,9678.0
15388,BU18950708,18950708,Verspreide huizen ten zuiden van Westerlee,Oldambt,Buurt,BU18950708,9678.0
15389,BU18950709,18950709,Verspreide huizen ten noorden van Westerlee,Oldambt,Buurt,BU18950709,9678.0
15390,WK189508,189508,Wijk 02 Noord,Oldambt,Wijk,WK189508,
15391,BU18950800,18950800,Nieuw-Scheemda,Oldambt,Buurt,BU18950800,9943.0
15392,BU18950801,18950801,'t Waar,Oldambt,Buurt,BU18950801,9942.0
15393,BU18950802,18950802,Hamrikkerweg,Oldambt,Buurt,BU18950802,9943.0
15394,BU18950803,18950803,Scheemderzwaag,Oldambt,Buurt,BU18950803,9679.0
15395,BU18950809,18950809,Verspreide huizen,Oldambt,Buurt,BU18950809,9943.0
15396,WK189509,189509,Wijk 03 Midwolda,Oldambt,Wijk,WK189509,
15397,BU18950900,18950900,Midwolda,Oldambt,Buurt,BU18950900,9681.0
15398,BU18950901,18950901,Oostwold,Oldambt,Buurt,BU18950901,9682.0
15399,BU18950902,18950902,Zuiderpolder,Oldambt,Buurt,BU18950902,9681.0
15400,BU18950903,18950903,Ekamp,Oldambt,Buurt,BU18950903,9682.0
15401,BU18950904,18950904,Nieuweweg,Oldambt,Buurt,BU18950904,9682.0
15402,BU18950905,18950905,Niesoord,Oldambt,Buurt,BU18950905,9681.0
15403,BU18950907,18950907,Meerland,Oldambt,Buurt,BU18950907,9682.0
15404,BU18950909,18950909,Verspreide huizen Midwolda,Oldambt,Buurt,BU18950909,9685.0
15405,WK189510,189510,Wijk 04 Nieuwolda,Oldambt,Wijk,WK189510,
15406,BU18951000,18951000,Nieuwolda,Oldambt,Buurt,BU18951000,9944.0
15407,BU18951001,18951001,Oosteind,Oldambt,Buurt,BU18951001,9944.0
15408,BU18951009,18951009,Verspreide huizen Nieuwolda,Oldambt,Buurt,BU18951009,9944.0
15409,GM1896,1896,Zwartewaterland,Zwartewaterland,Gemeente,GM1896,
15410,WK189600,189600,Wijk 00 Genemuiden,Zwartewaterland,Wijk,WK189600,
15411,BU18960000,18960000,Genemuiden Kern,Zwartewaterland,Buurt,BU18960000,8281.0
15412,BU18960001,18960001,Genemuiden Noord-Oost,Zwartewaterland,Buurt,BU18960001,8281.0
15413,BU18960008,18960008,Cellemuiden,Zwartewaterland,Buurt,BU18960008,8281.0
15414,BU18960009,18960009,Zuiderzeepolder,Zwartewaterland,Buurt,BU18960009,8281.0
15415,BU18960010,18960010,Genemuiden Industrieterrein,Zwartewaterland,Buurt,BU18960010,8281.0
15416,BU18960011,18960011,Vogelbuurt,Zwartewaterland,Buurt,BU18960011,8281.0
15417,BU18960012,18960012,Achter 't Tag,Zwartewaterland,Buurt,BU18960012,8281.0
15418,BU18960013,18960013,Binnenlanden-West,Zwartewaterland,Buurt,BU18960013,8281.0
15419,BU18960014,18960014,Greente,Zwartewaterland,Buurt,BU18960014,8281.0
15420,WK189601,189601,Wijk 01 Kamperzeedijk,Zwartewaterland,Wijk,WK189601,
15421,BU18960100,18960100,Kamperzeedijk-Oost,Zwartewaterland,Buurt,BU18960100,8281.0
15422,BU18960101,18960101,Kamperzeedijk-West,Zwartewaterland,Buurt,BU18960101,8281.0
15423,BU18960108,18960108,Landelijk gebied Genemuiden,Zwartewaterland,Buurt,BU18960108,8281.0
15424,BU18960109,18960109,Pieperpolder,Zwartewaterland,Buurt,BU18960109,8281.0
15425,WK189602,189602,Wijk 02 Hasselt,Zwartewaterland,Wijk,WK189602,
15426,BU18960200,18960200,Hasselt Kern,Zwartewaterland,Buurt,BU18960200,8061.0
15427,BU18960201,18960201,Hasselt Dedemsvaart-Zuid,Zwartewaterland,Buurt,BU18960201,8061.0
15428,BU18960202,18960202,Hasselt Dedemsvaart,Zwartewaterland,Buurt,BU18960202,8061.0
15429,BU18960203,18960203,Hasselt Industrieterrein,Zwartewaterland,Buurt,BU18960203,8061.0
15430,BU18960204,18960204,Nadorst,Zwartewaterland,Buurt,BU18960204,8061.0
15431,BU18960205,18960205,Ter Wee's Hoek,Zwartewaterland,Buurt,BU18960205,8061.0
15432,BU18960206,18960206,Molenwaard,Zwartewaterland,Buurt,BU18960206,8061.0
15433,BU18960207,18960207,Hasselt om de Weede,Zwartewaterland,Buurt,BU18960207,8061.0
15434,WK189603,189603,Wijk 03 Landelijk gebied Hasselt,Zwartewaterland,Wijk,WK189603,
15435,BU18960307,18960307,Genne-Overwaters,Zwartewaterland,Buurt,BU18960307,8061.0
15436,BU18960310,18960310,Streukel-Holten-Genne,Zwartewaterland,Buurt,BU18960310,8061.0
15437,WK189604,189604,Wijk 04 Zwartsluis,Zwartewaterland,Wijk,WK189604,
15438,BU18960400,18960400,Zwartsluis Kern,Zwartewaterland,Buurt,BU18960400,8064.0
15439,BU18960402,18960402,Buitenkwartier,Zwartewaterland,Buurt,BU18960402,8064.0
15440,BU18960403,18960403,Prinsessenbuurt,Zwartewaterland,Buurt,BU18960403,8064.0
15441,BU18960404,18960404,Achter het Singel,Zwartewaterland,Buurt,BU18960404,8064.0
15442,BU18960405,18960405,Zomerdijk,Zwartewaterland,Buurt,BU18960405,8064.0
15443,BU18960406,18960406,De Nieuwesluis,Zwartewaterland,Buurt,BU18960406,8064.0
15444,BU18960407,18960407,Zwartsluis Industrieterrein,Zwartewaterland,Buurt,BU18960407,8064.0
15445,BU18960408,18960408,De Velde-Zwartewatersklooster,Zwartewaterland,Buurt,BU18960408,8064.0
15446,BU18960409,18960409,Landelijk gebied Zwartsluis,Zwartewaterland,Buurt,BU18960409,8064.0
15447,BU18960410,18960410,Barsbeek,Zwartewaterland,Buurt,BU18960410,8064.0
15448,WK189605,189605,Wijk 05 Mastenbroek,Zwartewaterland,Wijk,WK189605,
15449,BU18960500,18960500,Mastenbroek,Zwartewaterland,Buurt,BU18960500,8294.0
15450,GM1900,1900,Súdwest-Fryslân,Súdwest-Fryslân,Gemeente,GM1900,
15451,WK190000,190000,Wijk 00 Bolsward,Súdwest-Fryslân,Wijk,WK190000,
15452,BU19000000,19000000,Bolsward binnen De Wallen,Súdwest-Fryslân,Buurt,BU19000000,8701.0
15453,BU19000001,19000001,Bolsward-Noord,Súdwest-Fryslân,Buurt,BU19000001,8701.0
15454,BU19000002,19000002,Bolsward-Zuidoost,Súdwest-Fryslân,Buurt,BU19000002,8701.0
15455,BU19000003,19000003,Bolsward-Zuidwest,Súdwest-Fryslân,Buurt,BU19000003,8701.0
15456,BU19000004,19000004,Bolsward-Noordoost,Súdwest-Fryslân,Buurt,BU19000004,8701.0
15457,BU19000009,19000009,Verspreide huizen Bolsward,Súdwest-Fryslân,Buurt,BU19000009,8701.0
15458,WK190001,190001,Wijk 01 Sneek,Súdwest-Fryslân,Wijk,WK190001,
15459,BU19000101,19000101,Sneek binnen de grachten,Súdwest-Fryslân,Buurt,BU19000101,8601.0
15460,BU19000102,19000102,Stationsbuurt,Súdwest-Fryslân,Buurt,BU19000102,8601.0
15461,BU19000103,19000103,Hemdijk,Súdwest-Fryslân,Buurt,BU19000103,8601.0
15462,BU19000104,19000104,Noorderhoek I,Súdwest-Fryslân,Buurt,BU19000104,8602.0
15463,BU19000105,19000105,Noorderhoek II,Súdwest-Fryslân,Buurt,BU19000105,8602.0
15464,BU19000106,19000106,Noordoosthoek,Súdwest-Fryslân,Buurt,BU19000106,8603.0
15465,BU19000107,19000107,Zwetteplan,Súdwest-Fryslân,Buurt,BU19000107,8603.0
15466,BU19000108,19000108,Bomenbuurt,Súdwest-Fryslân,Buurt,BU19000108,8603.0
15467,BU19000109,19000109,Omgeving Leeuwarderweg en bungalowpark,Súdwest-Fryslân,Buurt,BU19000109,8605.0
15468,BU19000110,19000110,Stadsfenne,Súdwest-Fryslân,Buurt,BU19000110,8604.0
15469,BU19000111,19000111,De Domp,Súdwest-Fryslân,Buurt,BU19000111,8604.0
15470,BU19000112,19000112,Het Eiland,Súdwest-Fryslân,Buurt,BU19000112,8605.0
15471,BU19000113,19000113,Sperkhem en industrieterrein Houkesloot,Súdwest-Fryslân,Buurt,BU19000113,8606.0
15472,BU19000114,19000114,Lemmerweg-Oost,Súdwest-Fryslân,Buurt,BU19000114,8607.0
15473,BU19000115,19000115,Lemmerweg-West,Súdwest-Fryslân,Buurt,BU19000115,8608.0
15474,BU19000116,19000116,Tinga,Súdwest-Fryslân,Buurt,BU19000116,8608.0
15475,BU19000117,19000117,Duinterpen,Súdwest-Fryslân,Buurt,BU19000117,8607.0
15476,BU19000118,19000118,Offingawier,Súdwest-Fryslân,Buurt,BU19000118,8626.0
15477,BU19000119,19000119,Loënga,Súdwest-Fryslân,Buurt,BU19000119,8603.0
15478,BU19000120,19000120,IJsbrechtum,Súdwest-Fryslân,Buurt,BU19000120,8633.0
15479,WK190002,190002,Wijk 02 Nijefurd,Súdwest-Fryslân,Wijk,WK190002,
15480,BU19000200,19000200,Workum,Súdwest-Fryslân,Buurt,BU19000200,8711.0
15481,BU19000201,19000201,Nijhuizum,Súdwest-Fryslân,Buurt,BU19000201,8775.0
15482,BU19000202,19000202,Hindeloopen,Súdwest-Fryslân,Buurt,BU19000202,8713.0
15483,BU19000208,19000208,Verspreide huizen Workum,Súdwest-Fryslân,Buurt,BU19000208,8711.0
15484,BU19000209,19000209,Verspreide huizen Hindeloopen,Súdwest-Fryslân,Buurt,BU19000209,8713.0
15485,WK190003,190003,Wijk 03 Koudum,Súdwest-Fryslân,Wijk,WK190003,
15486,BU19000300,19000300,Koudum,Súdwest-Fryslân,Buurt,BU19000300,8723.0
15487,BU19000301,19000301,Heidenschap,Súdwest-Fryslân,Buurt,BU19000301,8724.0
15488,BU19000302,19000302,Molkwerum,Súdwest-Fryslân,Buurt,BU19000302,8722.0
15489,BU19000308,19000308,Verspreide huizen Koudum,Súdwest-Fryslân,Buurt,BU19000308,8723.0
15490,BU19000309,19000309,Verspreide huizen Molkwerum,Súdwest-Fryslân,Buurt,BU19000309,8722.0
15491,WK190004,190004,Wijk 04 Hemelum,Súdwest-Fryslân,Wijk,WK190004,
15492,BU19000400,19000400,Hemelum,Súdwest-Fryslân,Buurt,BU19000400,8584.0
15493,BU19000401,19000401,Warns,Súdwest-Fryslân,Buurt,BU19000401,8721.0
15494,BU19000402,19000402,Scharl,Súdwest-Fryslân,Buurt,BU19000402,8721.0
15495,BU19000403,19000403,Stavoren,Súdwest-Fryslân,Buurt,BU19000403,8715.0
15496,BU19000408,19000408,Verspreide huizen Hemelum,Súdwest-Fryslân,Buurt,BU19000408,8584.0
15497,BU19000409,19000409,Verspreide huizen Stavoren,Súdwest-Fryslân,Buurt,BU19000409,8715.0
15498,WK190005,190005,Wijk 05 IJlst,Súdwest-Fryslân,Wijk,WK190005,
15499,BU19000500,19000500,Oud IJlst,Súdwest-Fryslân,Buurt,BU19000500,8651.0
15500,BU19000501,19000501,Nijezijl-Roodhem,Súdwest-Fryslân,Buurt,BU19000501,8651.0
15501,BU19000502,19000502,De Rat-Cloosterkamp,Súdwest-Fryslân,Buurt,BU19000502,8651.0
15502,BU19000503,19000503,Verspreide huizen IJlst,Súdwest-Fryslân,Buurt,BU19000503,8651.0
15503,WK190006,190006,Wijk 06 Zuid IJlst,Súdwest-Fryslân,Wijk,WK190006,
15504,BU19000600,19000600,Heeg,Súdwest-Fryslân,Buurt,BU19000600,8621.0
15505,BU19000602,19000602,Hommerts,Súdwest-Fryslân,Buurt,BU19000602,8622.0
15506,BU19000603,19000603,Jutrijp,Súdwest-Fryslân,Buurt,BU19000603,8623.0
15507,BU19000607,19000607,Verspreide huizen Heeg,Súdwest-Fryslân,Buurt,BU19000607,8621.0
15508,BU19000608,19000608,Verspreide huizen Hommerts,Súdwest-Fryslân,Buurt,BU19000608,8622.0
15509,BU19000609,19000609,Verspreide huizen Jutrijp,Súdwest-Fryslân,Buurt,BU19000609,8623.0
15510,WK190007,190007,Wijk 07 Oost IJlst,Súdwest-Fryslân,Wijk,WK190007,
15511,BU19000700,19000700,Scharnegoutum,Súdwest-Fryslân,Buurt,BU19000700,8629.0
15512,BU19000701,19000701,Goënga,Súdwest-Fryslân,Buurt,BU19000701,8628.0
15513,BU19000702,19000702,Gauw,Súdwest-Fryslân,Buurt,BU19000702,8627.0
15514,BU19000706,19000706,Verspreide huizen Scharnegoutum,Súdwest-Fryslân,Buurt,BU19000706,8629.0
15515,BU19000707,19000707,Verspreide huizen Goënga,Súdwest-Fryslân,Buurt,BU19000707,8628.0
15516,BU19000708,19000708,Verspreide huizen Gauw,Súdwest-Fryslân,Buurt,BU19000708,8627.0
15517,WK190008,190008,Wijk 08 West IJlst,Súdwest-Fryslân,Wijk,WK190008,
15518,BU19000800,19000800,Oudega,Súdwest-Fryslân,Buurt,BU19000800,8614.0
15519,BU19000801,19000801,Gaastmeer,Súdwest-Fryslân,Buurt,BU19000801,8611.0
15520,BU19000802,19000802,Idzega,Súdwest-Fryslân,Buurt,BU19000802,8612.0
15521,BU19000804,19000804,Sandfirden,Súdwest-Fryslân,Buurt,BU19000804,8613.0
15522,BU19000808,19000808,Verspreide huizen Oudega,Súdwest-Fryslân,Buurt,BU19000808,8614.0
15523,BU19000809,19000809,Verspreide huizen Gaastmeer,Súdwest-Fryslân,Buurt,BU19000809,8611.0
15524,WK190009,190009,Wijk 09 Oosthem,Súdwest-Fryslân,Wijk,WK190009,
15525,BU19000900,19000900,Oosthem,Súdwest-Fryslân,Buurt,BU19000900,8618.0
15526,BU19000901,19000901,Blauwhuis,Súdwest-Fryslân,Buurt,BU19000901,8615.0
15527,BU19000902,19000902,Westhem,Súdwest-Fryslân,Buurt,BU19000902,8616.0
15528,BU19000903,19000903,Abbega,Súdwest-Fryslân,Buurt,BU19000903,8617.0
15529,BU19000904,19000904,Wolsum,Súdwest-Fryslân,Buurt,BU19000904,8774.0
15530,BU19000905,19000905,Greonterp,Súdwest-Fryslân,Buurt,BU19000905,8658.0
15531,BU19000906,19000906,Verspreide huizen-Greonterp,Súdwest-Fryslân,Buurt,BU19000906,8658.0
15532,BU19000907,19000907,Verspreide huizen-Oosthem,Súdwest-Fryslân,Buurt,BU19000907,8618.0
15533,BU19000908,19000908,Verspreide huizen Abbega,Súdwest-Fryslân,Buurt,BU19000908,8617.0
15534,BU19000909,19000909,Verspreide huizen Wolsum,Súdwest-Fryslân,Buurt,BU19000909,8774.0
15535,WK190010,190010,Wijk 10 Noordwest IJlst,Súdwest-Fryslân,Wijk,WK190010,
15536,BU19001000,19001000,Tirns,Súdwest-Fryslân,Buurt,BU19001000,8632.0
15537,BU19001001,19001001,Nijland,Súdwest-Fryslân,Buurt,BU19001001,8771.0
15538,BU19001002,19001002,Folsgare,Súdwest-Fryslân,Buurt,BU19001002,8773.0
15539,BU19001003,19001003,Tjalhuizum,Súdwest-Fryslân,Buurt,BU19001003,8772.0
15540,BU19001007,19001007,Verspreide huizen Tirns,Súdwest-Fryslân,Buurt,BU19001007,8632.0
15541,BU19001008,19001008,Verspreide huizen Nijland,Súdwest-Fryslân,Buurt,BU19001008,8771.0
15542,WK190011,190011,Wijk 11 Zuidoost IJLst,Súdwest-Fryslân,Wijk,WK190011,
15543,BU19001100,19001100,Oppenhuizen,Súdwest-Fryslân,Buurt,BU19001100,8625.0
15544,BU19001101,19001101,Uitwellingerga,Súdwest-Fryslân,Buurt,BU19001101,8624.0
15545,BU19001108,19001108,Verspreide huizen Oppenhuizen,Súdwest-Fryslân,Buurt,BU19001108,8625.0
15546,BU19001109,19001109,Verspreide huizen,Súdwest-Fryslân,Buurt,BU19001109,8624.0
15547,WK190012,190012,Wijk 12 Woudsend,Súdwest-Fryslân,Wijk,WK190012,
15548,BU19001200,19001200,Woudsend,Súdwest-Fryslân,Buurt,BU19001200,8551.0
15549,BU19001201,19001201,Indijk,Súdwest-Fryslân,Buurt,BU19001201,8553.0
15550,BU19001202,19001202,IJpecolsga,Súdwest-Fryslân,Buurt,BU19001202,8554.0
15551,BU19001203,19001203,Smallebrugge,Súdwest-Fryslân,Buurt,BU19001203,8552.0
15552,BU19001204,19001204,Koufurderrige,Súdwest-Fryslân,Buurt,BU19001204,8529.0
15553,BU19001208,19001208,Verspreide huizen Woudsend,Súdwest-Fryslân,Buurt,BU19001208,
15554,BU19001209,19001209,Verspreide huizen Koufurderrige,Súdwest-Fryslân,Buurt,BU19001209,8551.0
15555,WK190013,190013,Wijk 13 Bouwhoek,Súdwest-Fryslân,Wijk,WK190013,
15556,BU19001300,19001300,Witmarsum,Súdwest-Fryslân,Buurt,BU19001300,8748.0
15557,BU19001301,19001301,Pingjum,Súdwest-Fryslân,Buurt,BU19001301,8749.0
15558,BU19001302,19001302,Kimswerd,Súdwest-Fryslân,Buurt,BU19001302,8821.0
15559,BU19001303,19001303,Arum,Súdwest-Fryslân,Buurt,BU19001303,8822.0
15560,BU19001306,19001306,Verspreide huizen Witmarsum,Súdwest-Fryslân,Buurt,BU19001306,8748.0
15561,BU19001307,19001307,Verspreide huizen Pingjum,Súdwest-Fryslân,Buurt,BU19001307,8749.0
15562,BU19001308,19001308,Verspreide huizen Kimswerd,Súdwest-Fryslân,Buurt,BU19001308,8821.0
15563,BU19001309,19001309,Verspreide huizen Arum,Súdwest-Fryslân,Buurt,BU19001309,8822.0
15564,WK190014,190014,Wijk 14 Weidestreek Oost,Súdwest-Fryslân,Wijk,WK190014,
15565,BU19001400,19001400,Lollum,Súdwest-Fryslân,Buurt,BU19001400,8823.0
15566,BU19001401,19001401,Burgwerd,Súdwest-Fryslân,Buurt,BU19001401,8742.0
15567,BU19001402,19001402,Hartwerd,Súdwest-Fryslân,Buurt,BU19001402,8741.0
15568,BU19001403,19001403,Hichtum,Súdwest-Fryslân,Buurt,BU19001403,8743.0
15569,BU19001404,19001404,Schettens,Súdwest-Fryslân,Buurt,BU19001404,8744.0
15570,BU19001405,19001405,Longerhouw,Súdwest-Fryslân,Buurt,BU19001405,8745.0
15571,BU19001406,19001406,Schraard,Súdwest-Fryslân,Buurt,BU19001406,8746.0
15572,BU19001407,19001407,Verspreide huizen Lollum,Súdwest-Fryslân,Buurt,BU19001407,8823.0
15573,BU19001408,19001408,Verspreide huizen Burgwerd,Súdwest-Fryslân,Buurt,BU19001408,8742.0
15574,BU19001409,19001409,Verspreide huizen Schettens,Súdwest-Fryslân,Buurt,BU19001409,8744.0
15575,WK190015,190015,Wijk 15 Weidestreek West,Súdwest-Fryslân,Wijk,WK190015,
15576,BU19001500,19001500,Zurich,Súdwest-Fryslân,Buurt,BU19001500,8751.0
15577,BU19001501,19001501,Wons,Súdwest-Fryslân,Buurt,BU19001501,8747.0
15578,BU19001502,19001502,Cornwerd,Súdwest-Fryslân,Buurt,BU19001502,8753.0
15579,BU19001503,19001503,Kornwerderzand,Súdwest-Fryslân,Buurt,BU19001503,8752.0
15580,BU19001509,19001509,Verspreide huizen Zurich,Súdwest-Fryslân,Buurt,BU19001509,8752.0
15581,WK190016,190016,Wijk 16 Weidestreek Zuid,Súdwest-Fryslân,Wijk,WK190016,
15582,BU19001600,19001600,Parrega,Súdwest-Fryslân,Buurt,BU19001600,8763.0
15583,BU19001601,19001601,Hieslum,Súdwest-Fryslân,Buurt,BU19001601,8762.0
15584,BU19001602,19001602,Dedgum,Súdwest-Fryslân,Buurt,BU19001602,8764.0
15585,BU19001603,19001603,Tjerkwerd,Súdwest-Fryslân,Buurt,BU19001603,8765.0
15586,BU19001604,19001604,Exmorra,Súdwest-Fryslân,Buurt,BU19001604,8759.0
15587,BU19001606,19001606,Verspreide huizen Parrega,Súdwest-Fryslân,Buurt,BU19001606,8763.0
15588,BU19001607,19001607,Verspreide huizen Tjerkwerd,Súdwest-Fryslân,Buurt,BU19001607,8765.0
15589,BU19001608,19001608,Verspreide huizen Exmorra,Súdwest-Fryslân,Buurt,BU19001608,8759.0
15590,WK190017,190017,Wijk 17 Makkum,Súdwest-Fryslân,Wijk,WK190017,
